id,met_001,met_002,met_003,met_004,met_005,met_006,met_007,met_008,met_009,met_010,met_011,met_012,met_013,met_014,met_015,met_016,met_017,met_018,met_019,met_020,met_021,met_022,met_023,met_024,met_025,met_026,met_027,met_028,met_029,met_030,met_031,met_032,met_033,met_034,met_035,met_036,met_037,met_038,met_039,met_040,met_041,met_042,met_043,met_044,met_045,met_046,met_047,met_048,met_049,met_050,met_051,met_052,met_053,met_054,met_055,met_056,met_057,met_058,met_059,met_060,met_061,met_062,met_063,met_064,met_065,met_066,met_067,met_068,met_069,met_070,met_071,met_072,met_073,met_074,met_075,met_076,met_077,met_078,met_079,met_080,met_081,met_082,met_083,met_084,met_085,met_086,met_087,met_088,met_089,met_090,met_091,met_092,met_093,met_094,met_095,met_096,met_097,met_098,met_099,met_100,met_101,met_102,met_103,met_104,met_105,met_106,met_107,met_108,met_109,met_110,met_111,met_112,met_113,met_114,met_115,met_116,met_117,met_118,met_119,met_120,met_121,met_122,met_123,met_124,met_125,met_126,met_127,met_128,met_129,met_130,met_131,met_132,met_133,met_134,met_135,met_136,met_137,met_138,met_139,met_140,met_141,met_142,met_143,met_144,met_145,met_146,met_147,met_148,met_149,met_150,met_151,met_152,met_153,met_154,met_155,met_156,met_157,met_158,met_159,met_160,met_161,met_162,met_163,met_164,met_165,met_166,met_167,met_168,met_169,met_170,met_171,met_172,met_173,met_174,met_175,met_176,met_177,met_178,met_179,met_180,met_181,met_182,met_183,met_184,met_185,met_186,met_187,met_188,met_189,met_190,met_191,met_192,met_193,met_194,met_195,met_196,met_197,met_198,met_199,met_200
P0109,,1.482607477,1.699947753,2.100735435,,1.848672971,2.137771855,,6.80154015,0.583832848,0.65556939,2.243173104,5.34322487,7.586642055,1.095976008,0.254880045,0.343226037,0.351087549,1.585665637,1.570488897,0.429210102,0.201020997,1.160403734,0.53362173,0.826191639,0.391205648,1.025826307,0.489847826,0.6067765,0.25533364,1.383749991,0.389866395,0.347295938,1.13488873,0.838209641,1.073619283,0.799034217,1.9772436,0.952098128,1.640882643,1.168894567,0.467014691,0.458400042,1.86309204,1.842301339,2.205912973,1.674649019,0.744825304,,1.781184898,0.542240547,1.274588987,0.954983571,1.730332263,0.811915654,0.24894658,1.362819983,1.252347745,0.834275168,0.384621489,1.143656737,1.073259397,0.515006208,1.182533756,1.932354122,0.937340741,0.895357556,0.626077303,1.099128636,4.128187472,,2.864252614,1.164211275,1.761272322,0.308356006,1.208449558,0.724170159,0.900133608,0.318648228,1.556584514,0.471704262,0.853173971,1.528934682,0.484078289,1.337752361,1.034271232,1.201506607,0.692833621,2.091036994,2.124769713,2.899740218,2.19215284,1.938146226,2.354131109,1.022334534,0.754530386,2.082759875,1.106436867,9.115004811,,1.036093134,1.181760848,1.489947041,1.092353646,0.656153417,3.271142292,2.421480655,0.842276667,0.915592533,0.968960719,1.732760277,0.858899727,2.29905294,1.158156798,2.242914782,1.612431947,2.487221454,0.510993203,1.071066904,1.883658994,0.299485128,1.2888556,1.757680405,4.298016575,2.50252264,1.364769626,4.263788318,1.308432632,2.185471389,2.25668815,0.990467285,1.678511165,,2.008719248,4.192333632,2.594772912,3.594997183,2.105293653,1.164296035,4.290130059,2.368251144,1.097436895,0.754174275,3.033421452,2.191489617,,3.612325622,2.255491171,0.834727093,1.514696198,2.337639394,1.015213498,2.152654585,,2.463573824,1.758168064,1.439560412,1.726839215,1.415515694,1.804938267,,,0.667485637,1.834013714,1.105005142,0.990014121,0.554075409,0.480091618,0.641200822,0.814310358,,2.037451882,0.710404678,0.367668146,0.409767008,,,0.801727827,1.11558871,0.571741823,0.286903354,1.746884544,0.885088199,0.433690835,0.773723861,0.847486244,0.586801938,0.774253588,0.614373239,,0.919407244,0.433638735,0.274589436,1.649654676,0.752533258,0.380861026,2.126944204,0.476971964,0.418423246,0.260788921
P0110,,1.635746019,2.427636677,1.154981019,2.81022737,,1.639567304,0.765911759,1.863303298,1.210103385,2.146891678,1.115276905,0.713980331,1.408152523,2.683141828,0.392347322,0.666785701,0.327541457,0.424133944,0.899386989,0.949324622,1.262287267,0.235172888,1.259360799,0.442283083,0.409524881,0.608214547,0.276960903,0.539701123,0.17385587,0.601566634,0.460602688,0.210744735,0.448420141,0.721452415,0.287529964,0.500159468,0.465039736,0.559474493,0.689579964,2.903569104,2.95920862,2.543165159,3.532778257,1.254610875,1.581327625,2.418264319,2.861685888,1.620284582,1.738277464,5.972668886,3.635348643,1.625231472,2.420535423,3.444435598,,2.057697092,,,1.271395988,6.297186574,3.258570231,6.220759613,0.908754953,2.921946236,2.268382956,,3.53314402,4.21565682,1.910802467,4.932227951,3.656996619,2.072241857,2.179514148,1.887178372,10.33816445,4.576136578,1.639778746,1.71217033,2.27294551,0.562949474,,,0.467553011,0.566106257,0.325046068,1.254354988,0.708184013,0.762671408,0.427186215,0.14318714,1.395661217,0.679233774,1.030381482,0.111874986,0.190073948,0.528371321,0.833911368,0.289786721,0.268099113,0.410361704,0.469936437,0.331181801,0.588387519,0.385896193,0.187053985,0.363433526,1.149911327,0.913709061,1.174551918,0.301775239,1.493922413,1.333057908,0.665793898,0.397277729,0.541654877,0.545584837,0.107574471,0.539980381,,1.274564755,0.748064296,0.94371429,0.814237991,0.914382169,0.541745035,1.748516397,1.566959223,0.433197917,0.150165619,1.638805916,0.623038024,0.376341631,0.411000175,0.398288638,0.277951181,1.54428243,0.918247965,0.189382575,0.449338607,0.636477535,0.534314614,0.266193612,0.17077215,0.477541993,,,,0.500921823,,0.727094527,0.792221324,,1.26962818,0.247382122,0.791071255,1.100842579,0.328867932,0.633767819,0.481586983,2.213926724,1.916745069,1.639071829,,1.252518081,0.944779288,1.011397671,1.167015072,,6.537172542,0.548762076,0.928728998,1.157557996,1.081169162,0.524990864,1.797130248,0.659106192,1.537107438,1.09378565,0.939833659,,,,1.290918062,0.710384828,,0.529120835,,1.156416414,2.373750551,0.897255012,1.235628981,1.669842775,0.742377057,3.069585239,3.466092951,0.849818152,0.904941195,,1.898135352
P0111,2.488310249,2.509709672,4.666052451,4.090093122,2.29520564,1.084941944,1.191691106,4.478970262,1.349244846,1.963712264,1.499862618,1.609835936,2.589071451,1.99069367,5.513801164,1.843155466,0.219904106,0.37409963,0.489617885,1.053464395,1.614473261,0.24448431,0.290209659,0.875047186,0.966523298,,0.971376633,0.373585758,0.590136854,0.77202595,0.589163262,1.189257487,0.739796338,0.501719044,1.352616486,0.647480827,3.479231417,0.376877442,1.410983213,3.5255817,0.88744942,0.693897626,,0.726492362,0.889290392,1.8313555,0.769500624,1.785269787,2.613493045,1.408896888,0.877178524,1.065147468,2.16660684,0.413616149,1.7139006,0.772800991,0.529033436,0.627975433,0.713811885,,0.634923253,2.367560103,1.379039373,1.728100497,0.953085266,2.115696549,0.944008427,0.439933839,1.00658422,,1.312551653,0.324272867,0.611562284,1.085400551,0.978565546,1.718643803,0.586373673,0.396878323,1.352678739,0.68361157,2.804416447,1.219631161,2.503144247,,0.977392221,2.309418679,1.418824387,1.581319008,1.547935389,1.698954485,1.760095632,2.465340323,1.984505948,2.841924414,0.69977645,1.494111605,1.984588936,4.083444883,1.058664561,1.682458196,1.714390733,3.227867483,0.515980411,2.969217686,1.700042391,1.519810908,2.889272837,1.607143257,1.942043932,0.896536025,0.931645528,1.054268745,1.230098869,,1.627363197,1.665845108,0.879159762,,2.099860853,1.366516147,1.634268799,1.095405415,3.714182533,2.499214171,,0.246528119,1.431652263,2.371834807,2.103668588,2.036158192,,1.609401835,2.792349665,2.374429532,1.238424589,2.258713229,1.973734123,1.592207331,0.731750214,2.449624031,1.017075802,1.407163982,1.528506402,1.139364178,1.756884865,1.331735961,0.725201932,,,2.20118012,0.501619103,2.216474023,2.239663436,2.764679865,2.167496823,3.659134532,4.534905966,1.60090504,2.242190538,0.756388868,0.70029673,0.60827685,0.421481112,0.83018582,0.512664889,1.546525107,1.440333311,0.978035227,0.818554789,2.918921935,0.587257023,0.353538302,1.005907384,0.448541635,1.057568226,0.735072713,2.801735996,1.388352236,0.629057339,0.236289923,0.923913505,0.970621461,1.009482536,0.655938502,0.317156137,1.698953641,0.979894334,,0.642948977,,0.505819591,0.318294075,0.774971754,2.453801894,3.183380975,0.201339644,0.414722052,1.047018787,1.215244046,0.467016232
P0112,4.213419983,0.184253094,2.310950331,1.012184562,2.901369379,1.048429106,1.54351346,1.47494001,2.033537271,2.379874276,7.697929389,1.124220037,1.411219017,,1.095792395,0.428909143,0.294362945,0.539553388,,1.385009861,0.659636302,0.317996283,0.428946581,0.261025309,0.594037961,,1.615720969,0.671902895,0.418915521,1.229949471,0.774810847,0.529216047,0.166252122,0.31191345,0.653934478,0.368566432,0.360041901,0.249207156,0.295333717,,1.480519937,1.677254494,1.861628583,,1.381539736,1.003287213,0.65988417,,1.339724006,0.455546028,0.397323089,1.133968815,,1.295267256,0.456423038,0.862097088,0.620110355,1.448342132,1.149988512,,0.845242362,0.83113755,1.424122408,2.339091227,0.433645888,1.955772971,1.541174802,2.432211453,2.186139283,0.569561566,2.086753846,0.68636563,0.923724275,0.714255523,1.369258976,2.168441671,0.52368113,1.609577902,1.453562186,3.176418133,2.054838523,0.967559925,0.855473385,,1.220137854,1.107620748,2.615076205,0.92831004,3.03403527,2.507897115,1.183586549,1.292214103,1.836822066,1.139512162,4.284184233,0.534329117,,0.422425681,0.475570084,,2.674929384,0.716079167,1.337370733,1.780263397,2.58509259,1.351623746,0.258025532,4.393572886,1.154775736,1.46328386,1.137111407,0.41040141,0.6477446,2.337864778,0.686097169,0.527478676,0.798836528,0.563785548,3.273469286,1.428348805,1.09312528,1.231301497,,4.869655875,3.245185735,1.152557901,5.594979016,1.878114175,3.085168225,1.074321737,1.854495648,1.202201565,0.929660419,,2.02349801,,0.766197643,15.19406226,2.641491535,2.063600506,1.060000809,1.533089125,3.95895314,3.438308746,1.828375211,1.35240937,3.430454137,,,1.186391965,3.455679393,,1.97510888,1.031271213,0.509893388,2.31260189,3.871040801,2.134242926,3.234147158,0.826852257,0.493193709,0.168772053,0.2877148,,0.691163064,0.327128397,2.309613666,0.801572305,0.337324089,0.396408914,0.529411947,0.280546362,0.598984986,2.163306161,,0.596573404,0.468519189,0.735220091,1.239739262,0.455665663,1.585376658,1.044634766,,0.803803961,,2.438904154,0.346601334,1.774140112,0.599204646,0.888122316,0.436436872,0.395479424,1.153477649,0.788751406,0.570221236,0.934131329,3.606452003,1.610252885,0.712193752,0.680109539
P0113,3.407898506,0.782730841,4.118325309,4.455259905,5.008712766,1.582302073,4.285673283,1.770081089,5.058356899,2.693745684,5.303044202,4.883020253,1.427745466,1.004582797,3.346957366,,0.975062309,0.917416449,1.323663035,0.217977051,0.594999574,0.841505463,0.928660235,2.54580582,1.28119464,1.620490996,3.351791137,0.769942646,2.085324702,,,1.305658434,0.979600034,,4.651138001,1.773981913,1.944914573,1.563177368,0.674110548,1.723586826,0.572515268,0.482825334,0.412764021,,0.741724443,1.491540502,1.251206309,,0.89345733,0.878253858,0.603676474,1.142827918,1.377257586,,0.391687514,0.503055737,0.58999461,0.640503499,1.06261022,1.264597071,0.957499722,,0.32832376,,2.441909877,0.33348826,0.355624213,1.155687456,,1.063867434,0.455108719,0.754976126,1.266593462,0.300569464,1.365337877,1.259433667,,0.830512074,0.661821845,0.672982928,0.501071977,,1.174391686,0.912881963,0.639511436,1.165477619,0.485283809,,0.992435673,0.103289536,1.10502096,0.511730824,1.094175328,0.44741363,,0.409692186,0.692018736,1.628793806,1.999352208,0.320771823,0.518568859,2.933961682,0.597496858,0.307574966,0.683415912,0.401048405,1.668101414,1.027236345,0.695721059,,0.892305731,0.311933707,0.391548253,0.550408562,3.057397469,0.481110845,0.238227845,0.418572096,0.599761467,0.453768195,1.723681101,2.419383386,2.533288175,0.64091586,0.570199207,1.468135263,1.253527086,6.044473455,0.962017777,2.789789988,1.917325183,2.977890372,1.615320471,3.419525518,1.985754269,3.362131226,1.145665362,1.292118469,1.267221558,2.068140701,1.142311886,1.759899081,1.928679296,,1.415881614,3.351223519,2.548497116,,0.428792873,3.133799133,1.215692707,2.239394014,1.905998333,0.449932208,0.99688301,,2.91455458,0.787319266,1.525240077,0.46129264,0.67864869,1.476255563,2.301938085,1.614508546,0.721225112,,0.908158213,1.568300748,0.399346563,2.142675667,0.740261146,1.05379409,1.979657906,,1.653726409,,0.626018296,0.556073014,1.034597055,1.792008271,,0.966094674,2.171197867,1.050537467,,0.966472785,,0.743843272,1.396005748,1.12282724,0.414564907,1.648942001,1.520623288,2.194333774,0.827443918,,0.935670992,0.942504217,1.008184616,
P0114,3.712303466,3.346202504,3.209428062,4.539876835,,,2.314241032,2.330721422,2.453711304,1.56152396,,,0.87530906,6.095354817,1.511399062,1.373482218,1.539804765,,0.196336499,0.355078869,1.825280137,0.429985116,2.93802115,0.368324251,1.510344209,0.586554814,1.249882234,0.876490955,0.952869325,1.399634394,0.722120494,0.398394059,0.555627387,0.874936489,0.611119927,1.51974576,0.535900556,1.08794669,1.471778864,0.588135379,1.628820922,2.912628218,1.27090279,,1.219380237,2.476454573,0.869103462,2.486749159,1.425662398,2.438699843,0.696109964,1.084080499,2.067533228,0.530157595,0.558144187,0.891672175,1.027781773,2.509620835,0.599783971,4.926670611,,2.004098569,0.419782238,1.324653908,,1.862848326,3.500786764,2.415744353,1.41588462,0.671230539,1.10847102,2.165946885,2.155265389,1.327265482,1.374477028,1.988476167,1.19993707,0.584941648,0.318277579,,0.570439235,,1.701176067,0.866504695,0.403281565,0.690167495,0.136670496,0.358978751,0.235340257,0.634068427,0.206633566,0.455191594,0.582838342,0.30349212,,0.702663441,0.449860704,0.697967545,0.468038895,0.234094755,0.249816758,0.713074372,0.602676417,0.143248638,0.62442548,1.123154868,0.305536072,0.470606947,0.288663763,0.285103536,0.231067633,,0.387403853,0.82814796,0.169943967,0.295272907,0.173578527,0.204357662,0.736888675,0.302510905,1.728341414,0.798464235,0.734426951,1.777942507,1.666142309,0.637626107,0.611916104,0.577347083,2.491484611,1.127141302,0.746079176,2.429931999,1.132460048,,0.760497251,1.845923695,4.903906428,0.835857546,2.78725395,,0.641119959,0.474851296,0.680899743,0.528703269,0.710386204,0.611062545,0.942358308,,1.34193912,0.687656728,1.001725483,3.61042287,0.293819291,0.748680114,,,1.687400996,0.504586759,0.293280804,2.082766663,,3.80437452,1.665938344,0.832269721,0.7584454,0.932038891,2.276362796,1.972688493,3.716569154,1.512992619,0.448076269,,3.117917925,1.432780199,1.493820568,0.793936899,2.886958668,,0.664094253,1.268242338,0.898663755,0.567976268,,,3.19989945,0.3147501,1.38496884,1.281675247,1.915941846,0.918379463,1.547723693,3.129468624,1.147248222,2.705038008,,2.145240104,1.972376436,0.660472255,2.29952553,3.914171599
P0115,8.731722053,0.483303671,1.121653815,2.87032918,2.421312041,0.754518756,3.292466976,6.078433402,2.110263933,1.713049074,1.800952145,15.30853185,1.081853836,1.352552902,1.458826314,,0.70086329,0.683573882,0.777736822,0.196342763,0.323240894,0.675396683,1.428046177,0.503092439,0.557763932,0.661181778,0.762214099,0.637047019,0.663434335,,0.490976772,0.61465315,1.629702236,0.27997162,0.496138035,0.376624082,1.753515898,1.427397688,0.743187605,2.167489905,,0.818955677,2.95871794,2.364759461,2.660628376,1.024820683,0.528507007,2.049393846,1.525846194,1.681539447,1.961170197,1.138631952,1.677810221,1.75170569,1.614656762,3.415443797,1.550450946,2.133257814,1.981238056,,,1.728266229,0.710243996,1.986496002,1.97794917,1.912685976,0.885130199,1.510490816,1.121940272,1.088458825,1.041295288,1.155518589,2.124777781,0.641817243,3.044792524,2.616967417,0.762442222,1.523039454,0.689095199,2.377102341,1.020860425,1.000111053,0.80230116,1.080799758,0.576585174,,0.752086436,1.95532296,0.388990599,0.788365443,,0.885826722,0.812747289,1.785341431,0.803081085,1.007593452,1.937577971,2.049862745,1.063350207,1.021121042,1.788837034,0.611342084,2.240669061,1.70833745,0.36075319,1.263269579,0.458669587,1.28898059,0.582817508,2.027207676,1.014487529,1.288347945,0.508053314,0.876129489,,1.655698749,0.499357694,0.656471852,0.826687188,0.463823645,,0.921256612,0.690761854,1.802720219,1.061019582,1.69461042,1.017685095,1.235453003,1.425255387,0.473926739,2.484694052,0.952198563,0.53313569,0.837567456,0.416055464,1.29940322,0.912158987,1.385295146,0.544636368,0.351732389,1.393252609,,1.906937086,0.709915747,0.866162052,1.689167791,1.050192777,1.504451289,0.996106927,1.393797991,1.340700975,1.390288371,0.763399822,0.762644281,0.772629007,1.25073268,0.607579656,2.15289194,4.008356578,0.892777699,0.467656493,0.266832326,0.306050651,1.574970133,0.685119351,0.171472635,2.273867293,0.252792059,0.849530491,0.26473574,0.411124378,0.874511013,0.869014296,0.523439112,0.335215118,0.625429946,0.158129365,0.418979084,0.154026395,1.179596579,0.657868563,0.323088023,0.751916604,,0.502452541,0.942055714,0.323052924,0.540961567,0.22743401,0.941289202,0.147074454,0.455265453,0.192830593,,0.357997878,0.759941437,0.625806291,0.298082926,,0.300993225
P0116,1.556121789,5.53544234,4.906536341,3.19759787,3.64661906,1.493232348,3.074721667,0.868120868,2.841814528,7.412814353,2.865710403,2.782881726,3.718440372,5.939036508,3.081188174,,1.21181073,1.757028001,0.606277674,1.359523809,1.130372492,2.449713909,1.432298033,3.376509518,,4.138380876,1.10113583,1.631471512,1.472026976,0.734271417,1.94559963,1.955672367,0.520337118,0.411749133,3.591982111,6.292890845,1.068518932,1.722776228,1.582550616,0.624011415,0.676503101,0.422781692,0.401892702,0.326266744,0.653372415,1.39753591,0.80186556,0.377199015,0.209030201,0.989810344,0.372742068,0.631944146,1.162041011,1.360392706,0.439893206,0.59407581,0.392751788,0.41460317,0.342920328,0.625435908,0.554383322,1.377920904,,0.515382524,0.866539501,1.253975548,0.6348615,,0.366415657,0.33128647,1.79581039,0.534387039,0.497264161,,0.531802569,0.412093808,1.088355864,1.634082031,0.541675026,0.774730928,0.158264176,0.72784314,0.410348248,0.598622917,,1.26383067,1.094205259,0.263543671,0.386395145,0.801753499,,1.167282704,0.857746322,0.570401458,1.530633611,1.063564507,1.310027262,,1.291124167,0.904233313,1.510798327,0.934976322,0.426870701,1.192086664,0.546608887,0.424278411,0.340842484,,,0.539373298,1.293417761,0.413575378,2.090394016,0.951769393,0.73995064,1.820732056,0.672025388,0.672594852,1.566127252,1.554874347,0.323161345,0.410853774,0.263532566,0.832834798,0.61279942,1.10397431,0.705074453,0.459159112,0.674541857,1.647468207,2.834479215,0.149177381,,1.098549617,0.420782242,0.23168123,0.668510379,0.66397711,,0.635308596,0.724322473,0.44312687,0.536679809,1.366693385,0.52997248,0.685009289,0.931020876,0.586800155,0.617539315,0.860097297,0.609778065,0.777965038,1.358120353,0.524492874,0.816877539,0.775285112,,1.772194173,0.291196767,0.648642066,0.623470231,0.534190668,1.91873642,1.098443491,,0.761679029,0.767170219,1.577640633,0.383645502,1.279953371,0.950616615,,0.516313544,1.212392695,0.43181865,0.907198072,3.018836677,0.680930894,0.944817731,1.360519152,1.608382414,0.384601951,1.191237441,0.595374851,0.691082243,0.972266351,1.656145374,0.694617624,1.749884799,0.37295362,1.228543536,0.634302354,0.732149719,0.261860711,0.78393476,,1.242894633,0.331966649,0.853400605,0.623469265
P0117,3.284935751,2.302762176,8.210067212,4.447457487,1.152726459,2.258118394,2.958750097,3.786176731,1.497561306,8.524723873,,1.748540641,1.607658315,4.133498101,5.456278432,0.561439174,0.693812524,1.428078182,0.73528834,0.381680417,0.625430801,0.871292143,2.367471508,1.572544505,1.448940283,2.547083747,,0.650585528,1.909172052,0.680811345,,,0.712144842,0.695496307,1.502660773,0.97753791,0.891020714,0.297078322,0.617113312,0.539815006,3.326871736,1.122774451,2.392618403,1.412503653,4.721709484,2.475874145,3.009392168,0.60770326,2.059850265,0.807862784,1.460149947,1.764493489,,2.276654009,1.264605363,1.195821594,1.257882995,,2.880974929,7.672112902,2.667933337,3.426401325,4.797221913,1.459477207,2.347868414,2.183535938,1.497908774,2.646106717,1.589911414,1.620537798,1.923123964,1.216872931,1.16958865,,,0.817046259,1.364849598,5.191987247,2.697653398,5.11091838,0.837445526,1.513458452,1.447426707,0.774021137,1.47227334,4.268949357,1.647261569,1.820736198,1.320714553,0.349530262,0.753513219,0.767071637,1.962333115,1.858733517,2.246761097,4.572995195,1.964776774,1.170865817,1.268814867,2.973619863,2.063235155,1.895059814,1.76549539,1.184065341,0.327186896,,3.336138271,2.212963978,4.75147578,1.687969939,1.849486433,2.783156603,2.528082985,0.880234198,2.45408114,2.001537858,2.509811642,2.286425211,1.077956755,1.492275065,1.293037984,1.240248444,3.611535085,0.629839242,3.820650059,1.425457526,0.991712092,0.950656257,1.548131645,1.592435475,0.85687535,1.215269802,1.346774552,1.355308025,3.054134678,0.587206767,0.977895003,1.314432317,4.674858752,1.585414832,1.680303453,1.495522509,4.168941108,0.967509853,1.567765576,1.360807056,1.389504071,1.395907873,1.472511692,,2.155472246,1.747435295,1.736686355,0.942997917,1.656285355,2.397948713,2.492866872,1.246217786,2.647467027,1.784750428,1.164404942,1.815610177,,1.806425918,1.489744023,1.933509749,3.766885343,,,0.693034243,1.639093392,0.89493189,1.354530007,0.494749746,1.775122074,1.267392577,0.489920177,0.708256852,0.82527083,1.768568903,2.203666621,0.941381553,0.978408835,1.814391868,,1.451896576,1.786223727,1.80748877,0.825803454,0.991428174,0.656895488,1.537443561,2.003843369,1.079138985,1.221665417,0.786777538,1.8653426,,1.534725362,1.932655458
P0118,4.285893905,2.974372444,2.689559539,2.322747065,1.630437091,2.793714425,3.579652913,2.209606226,,1.66056652,3.695262989,3.520288148,,2.043272579,1.518067767,2.031559165,7.796984984,,,,2.212966005,0.360971177,2.180950244,0.715901437,1.052959579,1.363823331,1.629059094,0.88963353,0.830106802,0.35396579,0.895150084,0.976685276,1.715570846,0.655086231,,2.409728096,3.489146885,1.121794443,1.846988413,2.338885102,0.182033627,1.987066069,2.004707028,,1.014018036,1.194747357,1.117562575,0.444434194,0.309299627,0.673074052,0.892587728,0.461831794,1.514675605,0.366466459,1.085900126,0.840267316,0.592976804,2.091896633,0.394023741,0.590062272,0.244287702,0.604431921,0.242122407,0.389917326,0.59322974,0.624100293,0.591459863,0.664690285,0.373698199,0.519891818,0.838657934,0.296610033,0.355729931,0.986120481,0.718522662,0.671875162,0.245772038,1.774999823,0.339628114,0.195508422,1.888244515,0.939169928,1.402827888,,0.855734288,0.490215355,1.150172613,0.629810701,2.221324731,1.37000774,,1.851779246,1.42365274,1.323905067,1.725647669,2.217043853,0.48814109,0.296562003,0.805962216,0.600664697,0.52312377,0.783928734,0.5689598,4.722268361,,0.365061673,1.346503223,0.950692556,1.458674713,0.8536162,0.631512591,2.282040204,0.622558267,0.555939007,2.244127082,,1.23157461,1.061125192,1.537135414,2.87813133,1.845060924,2.506006421,1.625870977,2.087253898,1.148638733,1.419204341,0.955584936,0.856936607,1.266345964,2.150038832,,1.146451323,1.295052134,7.091912835,2.050419726,1.201297604,1.220841986,2.011779259,3.337048569,3.896406977,0.640644989,2.067822319,3.858743811,1.582558049,1.888258554,1.460915728,,0.839879393,1.058028641,3.27396537,2.120507625,0.997566337,1.694330273,5.102833842,0.954320905,,1.063684929,3.238805872,3.84775155,,2.376291718,0.941449515,0.575852723,2.342238162,,0.480176673,1.004174925,1.823029676,,2.908113687,2.707982237,2.575711115,1.31136111,1.342036046,2.123654815,0.383541868,1.333870068,3.099336648,1.190516066,0.525370473,1.681993416,0.855371863,0.84456276,0.470194215,1.450089379,2.472317471,1.523398782,0.616301618,3.945080533,2.009231881,1.161771268,0.780026928,1.327238933,0.404485806,0.991097053,,0.982399955,4.331517307,1.448719665,0.730769688
P0119,0.707479232,2.238059997,1.937157098,0.858335236,3.924079347,1.93707243,1.727971657,1.23802686,2.989192805,0.60504595,0.847047451,2.015420188,1.389618025,2.15573528,2.21043481,,0.325608547,0.863818316,0.65033268,0.477326488,0.565353951,0.716944231,0.564941608,0.622747204,2.038316898,0.937366887,1.12947266,0.467104986,0.539009633,2.702850645,3.603808428,0.525143951,0.584789241,0.233695547,0.283649461,0.789266751,0.238289114,0.237946981,0.196220029,1.636261153,0.609646757,5.736874276,1.489645448,1.08810464,0.731347877,,2.407752793,1.52830749,1.164429438,2.196497383,,0.891214053,3.355879102,2.550224232,1.973198001,1.736939711,1.364446829,1.58032169,1.786223947,1.360623051,0.49417447,0.614970581,0.927261874,1.163845731,0.402279535,2.109459992,0.615473032,0.949717402,0.829388318,0.817750081,4.135419164,0.687798308,1.304545656,2.216582836,0.715714426,0.706351339,0.792863749,2.264571558,2.858197401,0.655105836,1.696086626,1.378933773,0.514434701,1.22720372,1.162007279,1.33917855,5.683457999,1.504298328,2.017948869,1.768148588,,0.745381242,1.17223004,1.752525953,1.115816463,2.048327107,1.911274766,2.268695656,0.915145709,4.853282514,0.973489796,,1.108053591,1.925791861,2.132480386,0.490414567,0.60945752,1.194690344,4.060681216,,1.221622674,2.902369921,1.493577475,6.028244727,0.877266432,4.623589237,1.737397295,0.638968649,6.023476569,2.634751695,0.421913238,0.443928094,0.505371154,0.889869922,,,,0.546186235,1.717622245,2.507568707,0.616939341,0.993742633,0.492352067,0.681574098,1.5631381,0.508959727,0.826851539,1.577528523,0.869820392,1.296244211,0.622662358,1.327706017,1.614783686,1.16727941,3.198120879,0.827723486,1.627523801,0.782501177,0.552128737,0.907313883,1.329081942,1.169057224,0.475992855,2.198583084,2.466707674,1.021752732,0.312160345,2.526584509,0.719082481,0.740361377,0.989047866,0.492904882,0.424802505,0.96770567,1.129911966,,,1.242681204,1.476204283,0.618061243,1.586424232,1.147539546,1.035717349,0.620810585,0.399861459,1.753587965,1.183066931,1.704793401,1.513704802,0.600432366,0.705120157,0.571568001,,2.386881473,0.431474902,1.096932348,0.356827413,,1.380343415,1.923248637,,1.915390436,0.494132285,1.322619522,0.875750946,2.089711613,,0.898623809,1.336477647,1.439436122
